region,sector,gender_lead,repayment_interval,loan_amount,funded_amount,lender_count,average_count
Eastland,Services,male,monthly,5350.0,4800.0,137,19.842068349089846
Kakamega,Construction,male,monthly,5350.0,5350.0,180,21.513827787779285
Eldoret,Services,male,irregular,5350.0,3600.0,132,25.873041240875647
Matuu,Clothing,female,monthly,5325.0,5250.0,153,16.519870204830575
Homa Bay,Food,female,irregular,5300.0,4575.0,133,22.987586806696008
Busia,Clothing,female,monthly,5300.0,4875.0,168,8.63065050918244
Nkubu,Agriculture,male,irregular,5275.0,5275.0,203,12.97450436039271
ELDAMA RAVINE,Agriculture,male,monthly,5275.0,3575.0,107,13.314193598711105
Nairobi West,Retail,female,monthly,5275.0,5275.0,147,19.38533782262918
Emali,Food,female,monthly,5250.0,5250.0,145,14.999717023627541
Oloitoktok,Agriculture,female,monthly,5225.0,5225.0,175,24.259087279252253
Nairobi Central,Transportation,male,monthly,5225.0,4825.0,133,21.774886374864003
Mombasa,Housing,female,monthly,5200.0,5200.0,124,28.074385287986463
Mombasa,Clothing,male,monthly,5175.0,4550.0,141,12.651476859685113
KABARNET,Food,female,monthly,5175.0,5175.0,181,17.21181550489257
Murang'a,Personal Use,female,monthly,5175.0,5175.0,154,8.960165230797644
Bungoma,Services,male,monthly,5150.0,4025.0,128,9.894404717970168
Kitengela,Transportation,male,monthly,5150.0,5150.0,153,22.283780147374323
Mwea,Services,female,monthly,5125.0,4775.0,143,3.8059174700615976
Kisii,Manufacturing,male,monthly,5125.0,5125.0,142,20.99085457725498
Thika,Services,male,monthly,5125.0,4750.0,164,13.04727521839768
karatina,Clothing,female,monthly,5125.0,4450.0,146,18.32551116294706
Embu,Transportation,male,monthly,5100.0,4100.0,117,16.74922362030501
Eastland,Food,female,monthly,5100.0,5100.0,136,17.985252637521757
karatina,Retail,male,monthly,5100.0,3700.0,107,19.576006479736638
Bomet,Education,female,monthly,5075.0,5075.0,162,25.48907082263243
Kisauni,Transportation,female,irregular,5075.0,5075.0,157,22.58874353850612
Eldoret,Education,female,irregular,5075.0,5075.0,134,17.425459499132256
Kibwezi,Retail,male,monthly,5050.0,4475.0,109,13.897923860219452
Tiribe,Retail,male,irregular,5050.0,4025.0,150,24.043015676369794
Kiambu,Services,female,monthly,5025.0,5025.0,165,18.91162377673158
Mariakani,Food,female,irregular,5000.0,5000.0,176,15.51128811793113
Taveta,Services,male,monthly,5000.0,4300.0,142,13.136470663361617
karatina,Personal Use,female,monthly,5000.0,5000.0,163,14.788513913968382
Homa Bay,Food,male,irregular,5000.0,5000.0,138,15.196702235724475
Kitengela,Clothing,female,monthly,5000.0,4075.0,135,11.873152759399924
Kakamega,Transportation,female,monthly,4975.0,4575.0,156,16.44201811279973
Kilifi,Retail,male,bullet,4950.0,4950.0,127,22.155154757827788
Mwingi,Retail,male,monthly,4950.0,4525.0,150,20.372714030595333
Mariakani,Retail,male,bullet,4950.0,4950.0,179,12.787625838459936
Githurai,Retail,female,irregular,4950.0,4950.0,123,15.09390279713591
Msambweni,Retail,male,bullet,4950.0,4950.0,133,16.61076479853154
Kibera,Retail,female,irregular,4950.0,4950.0,69,12.908187086659296
Embu,Clothing,female,irregular,4950.0,2350.0,76,9.481604598995485
Kericho,Transportation,male,irregular,4900.0,2050.0,76,21.08595570175513
Kakamega,Services,male,irregular,4900.0,4900.0,173,10.328937964795616
Nakuru,Services,female,irregular,4875.0,4600.0,136,22.42682219211942
Thika Road,Services,male,monthly,4875.0,4450.0,145,20.808798341575063
Kibwezi,Services,male,monthly,4850.0,4600.0,147,30.342562256162445
Kiambu,Agriculture,male,irregular,4850.0,4425.0,152,13.999603474056943
Molo,Food,male,monthly,4850.0,4750.0,159,18.217563142415102
Machakos,Food,female,irregular,4850.0,4850.0,163,18.127743418000634
"Kwa Njenga, Mukuru, Nairobi.",Services,female,monthly,4825.0,4825.0,165,18.091160325450744
Nakuru West,Services,female,monthly,4825.0,4750.0,171,23.346085321290747
Kisumu,Transportation,female,monthly,4800.0,4800.0,136,3.6519663712402446
Thika Road,Retail,male,monthly,4800.0,4025.0,106,24.353448959965814
Kitale,Transportation,male,irregular,4800.0,2725.0,86,14.669283406845928
Tiribe,Housing,female,irregular,4775.0,4775.0,149,17.76924785010472
Kisumu,Construction,female,monthly,4775.0,4775.0,160,19.4533243669869
Nkubu,Food,male,monthly,4775.0,4250.0,133,20.55812371749982
karatina,Food,male,monthly,4750.0,4350.0,97,17.686220491285233
Embu,Services,female,irregular,4725.0,1925.0,60,18.72122940041337
Likoni,Construction,female,irregular,4650.0,4650.0,144,15.02193323108086
Narok,Clothing,male,monthly,4650.0,4650.0,112,19.6632202489675
Nakuru East,Clothing,female,monthly,4650.0,4650.0,142,18.02593881396479
Bomet,Food,female,irregular,4650.0,3850.0,100,21.09909806222718
Siaya,Agriculture,female,monthly,4625.0,4625.0,142,12.23598445327359
Mwingi,Agriculture,female,monthly,4600.0,4600.0,150,11.51779745872489
Eldoret,Clothing,male,monthly,4600.0,3725.0,115,10.909468482614653
Kapsowar,Education,female,monthly,4600.0,4600.0,155,17.103990915849824
Taveta,Construction,male,monthly,4575.0,4575.0,145,13.827730487191554
Rongo,Retail,female,irregular,4575.0,4575.0,137,10.298264204720851
malindi,Housing,female,monthly,4525.0,4525.0,152,13.328357093506218
malindi,Clothing,female,monthly,4525.0,3750.0,124,10.950268606179918
Eastland,Housing,female,monthly,4525.0,4525.0,100,18.79853939639134
Kapsowar,Food,male,monthly,4525.0,4225.0,115,16.594155840411887
Thika,Services,female,irregular,4500.0,2725.0,97,16.95030072202788
Boyani,Agriculture,female,bullet,4500.0,4500.0,118,18.53819457654342
nyeri,Retail,male,monthly,4500.0,4500.0,127,16.026090707731875
Changamwe,Clothing,female,monthly,4500.0,3600.0,91,15.927736775471105
Mikinduri,Clothing,female,irregular,4475.0,4475.0,130,17.40366536928928
Emali,Retail,male,monthly,4475.0,4475.0,137,18.883673952993778
Bungoma,Clothing,female,irregular,4450.0,4350.0,150,13.155932907601011
Kericho,Food,male,irregular,4450.0,4225.0,138,23.52939604761695
Thika,Education,female,irregular,4450.0,4450.0,138,22.954802871677327
KABARNET,Clothing,female,monthly,4450.0,4450.0,149,21.147560620636387
Bomet ;Narok,Food,male,monthly,4425.0,3450.0,118,29.2835545707163
Naivasha,Retail,female,irregular,4400.0,4025.0,100,12.713579548220425
Kerugoya,Agriculture,male,irregular,4400.0,4400.0,160,15.096202261071955
Embu,Clothing,female,monthly,4375.0,3525.0,115,17.614740776606165
Tiribe,Construction,female,irregular,4375.0,4375.0,138,18.08963285592818
Oloitoktok,Food,female,monthly,4375.0,4375.0,154,8.92070522518982
Murang'a,Food,female,monthly,4350.0,4350.0,110,14.454362189222598
Kerugoya,Agriculture,female,irregular,4325.0,4325.0,152,14.861564978679825
Keroka,Food,male,monthly,4325.0,2875.0,90,18.908050013827815
Bomet,Retail,male,irregular,4325.0,1375.0,48,17.15166786409552
Nyandarua South,Transportation,male,monthly,4325.0,2900.0,107,14.003097257762194
Kisumu,Services,male,irregular,4300.0,3900.0,131,21.142789970197708
Bomet,Services,male,irregular,4300.0,2875.0,98,16.240194447309456
Nandi Hills,Personal Use,female,monthly,4275.0,4275.0,143,20.88392388030377
Kawangware,Food,female,monthly,4275.0,4275.0,122,18.756516162077894
Nakuru East,Retail,female,monthly,4250.0,4250.0,123,24.217901029998565
Migori,Agriculture,male,monthly,4250.0,3850.0,104,16.91813447962734
Nakuru East,Food,male,monthly,4250.0,3925.0,113,15.30289164059907
Migori,Construction,male,monthly,4225.0,4225.0,109,16.20505267449895
Nanyuki,Food,male,irregular,4225.0,3350.0,108,23.32129653419406
Bomet ;Narok,Retail,female,monthly,4225.0,4150.0,137,11.402084672640813
Nakuru East,Retail,male,monthly,4200.0,4200.0,121,12.362707719859554
Kisumu,Education,male,monthly,4175.0,4175.0,113,12.533553827409163
Chuka,Retail,male,monthly,4175.0,2775.0,84,21.869084113969972
Voi,Agriculture,male,monthly,4175.0,4175.0,131,18.806983511900857
Kiambu,Clothing,female,monthly,4150.0,3775.0,128,8.367480461026085
Tiribe,Food,male,irregular,4150.0,4150.0,122,16.71727836945839
Lamu,Agriculture,female,irregular,4150.0,4150.0,136,21.247566636648454
Mwambalazi,Retail,male,irregular,4125.0,4125.0,99,19.039087665128083
Kapsowar,Personal Use,female,monthly,4125.0,4125.0,137,7.27740780141376
Kitengela,Food,female,monthly,4100.0,4100.0,124,10.33222873449395
Kisauni,Services,male,irregular,4100.0,4100.0,153,11.001251079806785
Dida,Agriculture,male,bullet,4100.0,4100.0,127,13.776792102015161
Bungoma,Transportation,male,irregular,4100.0,1050.0,34,21.284390716619026
Tala,Clothing,female,monthly,4100.0,4075.0,131,15.252291557542835
Kenyenya,Personal Use,female,monthly,4100.0,4100.0,121,10.449060413844462
Ngara,Agriculture,male,monthly,4075.0,4075.0,121,14.56944777445315
Bomet,Personal Use,female,monthly,4075.0,4075.0,135,17.500677670841434
Kawangware,Food,male,monthly,4075.0,3450.0,104,18.867547049962262
Nairobi West,Agriculture,female,monthly,4075.0,4075.0,114,12.252749893306126
Narok,Services,male,irregular,4075.0,3775.0,130,17.976551908051132
Chasimba,Agriculture,male,bullet,4075.0,4075.0,144,21.76158732345595
Changamwe,Services,male,monthly,4050.0,4050.0,115,24.194785933465486
Maua,Clothing,male,monthly,4050.0,2600.0,61,19.121442870462563
karatina,Services,male,monthly,4050.0,4050.0,134,15.336186947211452
Mwingi,Services,female,monthly,4025.0,4025.0,122,19.8816510343121
Nakuru West,Retail,female,monthly,4000.0,3750.0,115,13.360933203406832
Bungoma,Clothing,male,monthly,4000.0,2350.0,76,16.048588223971194
Embu,Construction,male,monthly,4000.0,4000.0,132,18.1010660607234
Boyani,Agriculture,male,bullet,4000.0,4000.0,128,10.900797246727093
Kakamega,Food,male,irregular,4000.0,3325.0,118,23.17259160466032
Tala,Services,female,monthly,4000.0,3500.0,124,18.08046462353827
Limuru,Retail,male,monthly,3975.0,3750.0,120,16.195078982441622
Kakamega,Clothing,male,monthly,3975.0,3150.0,102,22.110858460566835
Ongata-Rongai,Clothing,female,monthly,3975.0,3900.0,107,13.14928798674241
Makueni,Clothing,female,irregular,3975.0,3975.0,130,19.35733091509492
Kakamega,Agriculture,male,irregular,3975.0,3575.0,91,13.910070275338429
Naivasha,Agriculture,female,irregular,3950.0,3450.0,119,19.6758636627917
Likoni,Food,male,irregular,3950.0,2700.0,75,17.822871240262096
Mombasa,Food,male,irregular,3950.0,3275.0,123,21.088282455333946
Nakuru,Construction,female,monthly,3950.0,3950.0,99,14.480211013019956
Machakos,Manufacturing,male,monthly,3900.0,3900.0,129,18.572928653863
Nakuru,Services,male,irregular,3900.0,2825.0,65,16.90229149354814
Makueni,Services,female,irregular,3900.0,3900.0,119,15.129548889116226
Kakamega,Agriculture,female,monthly,3900.0,3350.0,103,15.983469025706826
Muranga,Services,female,irregular,3900.0,3900.0,108,23.109759111959
Naivasha,Retail,male,irregular,3900.0,3900.0,116,19.727533818230825
Thika,Education,male,monthly,3875.0,3875.0,132,14.412703870393651
Vitengeni,Agriculture,female,bullet,3850.0,3025.0,82,17.520146012563625
Luanda,Food,female,monthly,3850.0,3850.0,129,22.82537409056409
Kisii,Arts,male,monthly,3850.0,3850.0,118,18.339457146656667
West Nairobi,Agriculture,female,irregular,3825.0,3475.0,110,11.039235877245252
Thika Road,Services,female,monthly,3825.0,3825.0,102,13.487268474885875
Sakutiek-Naivasha,Agriculture,male,monthly,3825.0,3825.0,109,16.580098168870755
Mariakani,Services,female,monthly,3800.0,3800.0,134,15.560522324387533
nyeri,Clothing,male,monthly,3800.0,3150.0,77,14.422994736875129
Mariakani,Food,female,monthly,3800.0,3800.0,102,19.05992987436857
Kitale,Clothing,female,monthly,3800.0,3700.0,115,17.5248473870717
Bomet,Services,female,irregular,3800.0,2800.0,87,13.753001424453021
Siaya,Retail,male,monthly,3775.0,3775.0,116,20.84469499305204
Matuu,Food,female,monthly,3775.0,2825.0,97,19.895679330572932
Nanyuki,Retail,male,irregular,3775.0,3775.0,115,19.4986101508804
Nairobi,Clothing,female,monthly,3775.0,3775.0,108,16.397269218972227
Keroka,Services,female,monthly,3775.0,3775.0,130,20.979924359115053
Katito,Retail,female,monthly,3775.0,3725.0,108,14.409376168319413
Kapsabet,Agriculture,male,bullet,3750.0,3750.0,121,21.19084278168775
Kitale,Retail,male,irregular,3750.0,2800.0,97,15.165163470517443
Webuye,Clothing,female,irregular,3750.0,3750.0,117,23.370489854055155
Kericho,Construction,male,monthly,3750.0,3750.0,120,19.315969962694155
Naivasha,Food,female,irregular,3725.0,3150.0,111,15.3889428342656
Eldoret,Manufacturing,male,monthly,3725.0,3725.0,117,12.641130651576677
Bungoma,Personal Use,female,monthly,3725.0,3725.0,133,16.801292697596136
Kawangware,Services,male,monthly,3700.0,3250.0,107,20.8344258877032
Kakamega,Clothing,female,irregular,3700.0,2200.0,62,12.435305548952838
Thika,Agriculture,female,irregular,3700.0,3700.0,128,19.450285462351346
ELDAMA RAVINE,Retail,female,monthly,3675.0,1725.0,42,16.716088085504612
Meru,Services,female,irregular,3675.0,2550.0,80,7.9623794235459435
Makueni,Services,female,monthly,3675.0,3675.0,98,16.85655370881931
Kitale,Services,male,monthly,3650.0,2875.0,75,18.80152497359842
Mombasa,Manufacturing,male,monthly,3650.0,3650.0,95,12.998017500576717
Bondo,Retail,male,monthly,3650.0,3575.0,103,9.524088867005737
"Viwandani, Nairobi",Services,male,monthly,3650.0,3650.0,117,18.08963741942913
Mtsara wa Tsatsu,Agriculture,male,bullet,3625.0,3625.0,118,26.10770304276105
Kerugoya,Education,male,monthly,3625.0,3625.0,110,19.418410915237448
Machakos,Retail,female,irregular,3625.0,3625.0,112,22.459689672460012
Eastland,Education,female,monthly,3625.0,3625.0,105,19.468525123233665
Nyamira,Agriculture,male,irregular,3625.0,3625.0,118,15.54734199758787
Katito,Retail,male,monthly,3625.0,3625.0,111,26.737404973099007
Iten,Food,female,irregular,3600.0,3200.0,102,15.068764333268136
Bungoma,Manufacturing,male,irregular,3600.0,3600.0,105,11.162264517863644
Kakamega,Health,female,monthly,3600.0,3600.0,121,21.65676353883896
Embu-town,Agriculture,female,monthly,3575.0,3575.0,115,18.574515453684313
Limuru,Food,male,monthly,3575.0,3325.0,84,15.215441750014588
Bomet,Retail,female,irregular,3575.0,1825.0,59,15.047648351929425
Kakamega,Agriculture,female,irregular,3550.0,3550.0,108,11.495299948539133
Embu,Services,male,monthly,3550.0,3550.0,108,16.957316645537002
Machakos,Construction,female,monthly,3550.0,3550.0,92,13.838481945598467
Bomet ;Narok,Services,male,monthly,3550.0,2750.0,85,16.542279776634498
Eldoret,Manufacturing,male,irregular,3550.0,3550.0,113,22.49857018667663
Kibwezi,Agriculture,female,monthly,3525.0,3525.0,89,19.76481009690723
Kericho,Clothing,male,monthly,3525.0,2125.0,73,17.97849097028283
Kiambu,Retail,male,monthly,3525.0,3050.0,81,20.001437770205325
East Nairobi,Services,female,irregular,3500.0,3500.0,118,21.564746268663942
"Mikindani, Mombasa",Retail,female,monthly,3500.0,3375.0,126,18.43208514459108
Mwea,Food,male,monthly,3475.0,3475.0,83,16.809780227686165
malindi,Personal Use,male,monthly,3475.0,3475.0,106,21.83838878578924
Kilifi,Housing,female,monthly,3475.0,3400.0,84,12.266288057581228
Molo,Services,male,monthly,3475.0,3475.0,120,9.46019633163415
Mwanamwinga,Agriculture,male,bullet,3450.0,3450.0,108,20.45136187329049
Naikarra,Personal Use,male,irregular,3450.0,3450.0,120,7.831953433036759
Mwambalazi,Food,male,irregular,3425.0,3125.0,100,22.470929192002433
Nyamira,Agriculture,female,irregular,3425.0,3425.0,128,25.63971181060477
Nkubu,Transportation,male,monthly,3425.0,3425.0,115,15.281092700448971
Webuye,Food,female,irregular,3400.0,2875.0,77,33.965746279242886
Nakuru,Food,male,irregular,3400.0,3400.0,123,18.748535408886916
Murang'a,Retail,male,monthly,3400.0,2575.0,76,14.48171083179623
Nkubu,Transportation,female,monthly,3375.0,3375.0,96,15.190060314845518
Kapsabet,Construction,male,monthly,3375.0,2175.0,71,23.622607355124376
West Nairobi,Retail,female,irregular,3350.0,2975.0,100,11.715457624148877
Mwambalazi,Agriculture,male,irregular,3350.0,3350.0,95,11.922524651604673
karatina,Transportation,male,monthly,3350.0,2975.0,93,19.918879747574792
Molo,Clothing,male,monthly,3350.0,3350.0,95,17.57922263087891
Kaloleni,Agriculture,male,irregular,3350.0,3175.0,96,16.420772989234504
Kitale,Manufacturing,male,monthly,3350.0,2425.0,83,17.90452552868132
Kitale,Food,female,irregular,3350.0,3200.0,112,10.454537961018588
Ongata-Rongai,Transportation,male,monthly,3325.0,2200.0,57,18.771336318022588
nyeri,Construction,male,monthly,3325.0,3325.0,95,13.619354138417936
Kilifi,Construction,female,monthly,3300.0,3300.0,79,20.79991399097639
Webuye,Services,female,irregular,3300.0,3100.0,62,23.375404358075247
Thika Road,Food,male,monthly,3275.0,3025.0,92,20.682304814369598
ELDAMA RAVINE,Services,male,monthly,3250.0,3075.0,90,23.396897494324037
Meru,Agriculture,male,irregular,3250.0,2450.0,86,21.375253241734274
Nakuru West,Clothing,female,monthly,3225.0,3225.0,108,21.40532152949259
Katito,Food,female,monthly,3225.0,3225.0,95,10.550586744811818
nyeri,Services,male,monthly,3225.0,2725.0,69,16.090472157979576
KABARNET,Services,female,monthly,3200.0,3050.0,91,22.185294214014608
Kericho,Clothing,male,irregular,3200.0,1375.0,50,14.577682173475752
Chuka,Agriculture,male,irregular,3200.0,3050.0,96,15.8194750377644
Tala,Transportation,male,monthly,3200.0,2625.0,90,19.91846930315733
Eastlands,Retail,female,monthly,3200.0,3200.0,84,30.037165143930004
nyeri,Food,male,monthly,3175.0,2950.0,97,15.107624648772402
Kapsabet,Services,male,monthly,3175.0,3175.0,103,24.93217751527099
"Jomvu, Mombasa",Retail,female,monthly,3150.0,3150.0,98,15.857811023207619
Msambweni,Transportation,female,irregular,3150.0,3150.0,103,11.653116295094549
Homa Bay,Retail,female,irregular,3150.0,3150.0,104,12.440488569142415
Nairobi,Personal Use,female,irregular,3150.0,3150.0,112,13.963151001746263
Kilifi,Agriculture,male,monthly,3150.0,2800.0,88,6.053332895917214
Thika Road,Agriculture,female,monthly,3150.0,3150.0,75,25.825408864946272
Ngara,Construction,male,monthly,3150.0,3150.0,101,16.49180428717363
Emali,Agriculture,male,monthly,3125.0,3125.0,76,19.74557573669988
Kiambu,Services,male,monthly,3125.0,3125.0,109,11.652889200626886
Bungoma,Services,male,irregular,3100.0,2775.0,103,23.380794604723388
Chuka,Clothing,female,monthly,3100.0,3100.0,81,12.837593575379586
Meru,Food,female,irregular,3100.0,2700.0,87,17.79965362089966
Tala,Food,male,monthly,3100.0,3100.0,70,24.181210232826142
Msambweni,Education,female,irregular,3100.0,3100.0,94,18.953527744895325
Kitengela;Nairobi,Retail,female,monthly,3075.0,2975.0,86,17.012933201873704
Limuru,Clothing,male,monthly,3075.0,2375.0,73,19.964485808316372
"Kamkunji, Nairobi.",Services,male,monthly,3050.0,3050.0,90,4.75768670377187
Eldoret,Personal Use,male,monthly,3050.0,3050.0,98,17.152184022152387
Nairobi West,Food,female,monthly,3050.0,3050.0,112,10.4225558414604
Bondo,Services,female,monthly,3050.0,2850.0,93,15.82976626371311
Mariakani,Transportation,male,monthly,3050.0,3050.0,87,21.593581287954265
Naivasha,Clothing,male,monthly,3025.0,2625.0,68,28.7006049734447
Nyandarua South,Services,male,monthly,3025.0,3025.0,86,17.19455046803671
Bondo,Agriculture,female,monthly,3025.0,3025.0,107,15.008717962511636
Kibwezi,Clothing,female,monthly,3000.0,2075.0,71,24.978377754536748
malindi,Food,male,monthly,3000.0,1750.0,56,10.137585496043618
Bondo,Agriculture,male,monthly,3000.0,3000.0,97,13.96829201242978
Oloitoktok,Clothing,female,monthly,2975.0,2975.0,99,22.361532458021724
Bomet,Food,male,irregular,2975.0,500.0,19,24.65246438497387
Ndaragwa,Retail,female,monthly,2975.0,2975.0,63,13.879779578891771
Kaloleni,Housing,female,irregular,2975.0,2975.0,86,20.913806159396096
Githunguri,Transportation,male,irregular,2975.0,825.0,28,19.460906093199966
Bungoma,Education,female,monthly,2975.0,2975.0,85,23.920196255643194
Bomet ;Narok,Food,female,monthly,2975.0,2975.0,103,16.358573322155806
Kisii,Clothing,male,monthly,2975.0,2575.0,79,15.63037281368419
Bomet,Agriculture,female,irregular,2975.0,2975.0,79,13.936201768981215
Molo,Construction,male,monthly,2950.0,2950.0,103,17.14009439769612
Eastland,Transportation,male,monthly,2950.0,2650.0,87,11.281979263129967
Kaloleni,Food,male,irregular,2950.0,2825.0,93,22.171230515434303
Muranga,Retail,male,irregular,2950.0,1775.0,30,15.192398023072183
Tala;Kangundo,Education,female,monthly,2950.0,2950.0,103,21.476163353816016
Embu,Food,female,irregular,2950.0,1375.0,40,15.512564525755637
Nairobi Central,Manufacturing,male,monthly,2950.0,2950.0,101,21.047944277166923
Kapsowar,Services,female,monthly,2950.0,2950.0,105,17.4229398239985
Nyandarua,Agriculture,female,monthly,2925.0,2925.0,81,19.345992182492875
Eastland,Agriculture,male,monthly,2925.0,2925.0,77,17.56953846916507
Mombasa,Health,female,monthly,2925.0,2925.0,108,12.82716695830126
malindi,Food,female,irregular,2925.0,2925.0,93,26.10745558270708
Kitale,Housing,male,monthly,2900.0,2900.0,78,24.51178549260859
"Mathare, Nairobi.",Services,male,monthly,2900.0,2900.0,92,18.272684431003803
Keroka,Construction,male,monthly,2900.0,2900.0,105,18.70326940699185
Kitale,Construction,male,irregular,2900.0,2900.0,101,20.2922717485059
East Nairobi,Retail,male,irregular,2900.0,1350.0,34,23.095052365434032
Ngong,Clothing,female,monthly,2900.0,2900.0,84,17.698280973117015
Mombasa,Education,male,monthly,2875.0,2875.0,103,23.405949415178018
Homa Bay,Services,female,irregular,2875.0,2875.0,88,15.4078290877739
Likoni,Agriculture,male,irregular,2875.0,2875.0,90,24.392849148510255
karatina,Personal Use,male,monthly,2875.0,2875.0,101,18.312485374091345
Eastland,Clothing,male,monthly,2850.0,2175.0,56,20.352975971343394
Nyahururu,Retail,male,irregular,2850.0,1875.0,55,12.392177486236283
Thika,Arts,female,monthly,2850.0,2850.0,89,25.140938829687318
"Mikindani, Mombasa",Clothing,female,monthly,2850.0,2575.0,74,12.08071366392353
Eastland,Agriculture,female,monthly,2850.0,2850.0,85,23.526947453546835
East Nairobi,Food,male,irregular,2850.0,2300.0,76,20.104378171554323
Nakuru,Transportation,male,irregular,2850.0,2350.0,60,20.057795540490226
Nyamira,Food,male,monthly,2825.0,2375.0,68,16.294766045780925
Nakuru,Education,female,monthly,2825.0,2825.0,88,20.157203180372488
KABARNET,Education,male,monthly,2825.0,2825.0,87,7.541709361574162
nyeri,Agriculture,male,irregular,2825.0,2825.0,83,18.27389434351437
Murang'a,Services,male,monthly,2825.0,2750.0,90,15.187719418966756
Voi,Construction,male,monthly,2800.0,2800.0,79,6.4519884364139335
Litein,Food,female,irregular,2800.0,2800.0,103,21.567930555450815
Kitengela,Housing,female,monthly,2800.0,2800.0,76,26.312556546881865
Narok,Transportation,male,irregular,2800.0,2175.0,67,22.13537226737334
West Nairobi,Transportation,male,irregular,2800.0,1450.0,57,17.652950477744383
Siongiroi,Education,female,monthly,2800.0,2800.0,98,9.979758162917987
Sindo,Agriculture,female,bullet,2800.0,2800.0,93,10.248935899104675
Mwea,Transportation,male,monthly,2800.0,2675.0,75,20.813182027320696
Mombasa,Agriculture,female,monthly,2750.0,2225.0,67,18.79044019962681
Naivasha,Construction,male,monthly,2750.0,2750.0,89,15.157083099924696
Kitengela,Services,male,monthly,2750.0,2650.0,83,9.40683910128148
East Nairobi,Services,male,irregular,2750.0,2750.0,100,21.44160707616161
Siongiroi,Personal Use,female,monthly,2725.0,2725.0,93,15.29207043905038
Mwambalazi,Services,male,irregular,2725.0,2725.0,97,17.3490944098736
Bomet ;Narok,Agriculture,male,monthly,2725.0,2275.0,67,13.148429915290995
Mombasa,Education,female,monthly,2725.0,2725.0,94,9.496307662499007
Kisumu,Health,female,monthly,2700.0,2700.0,95,26.213919177092496
Nkubu,Personal Use,male,monthly,2700.0,2700.0,90,13.01309962906565
Thika Road,Education,female,monthly,2700.0,2700.0,86,17.026543475081407
Nyamira,Personal Use,female,monthly,2700.0,2700.0,96,15.69631139213245
Narok,Services,female,irregular,2700.0,1350.0,47,9.739168961016277
Matuu,Retail,male,monthly,2700.0,2075.0,43,16.769587978910014
Machakos,Construction,male,monthly,2700.0,2700.0,86,18.036745091511854
Bungoma,Services,female,irregular,2700.0,2700.0,85,15.128652412171983
Molo,Transportation,male,monthly,2700.0,1575.0,50,16.65882064784682
Mariakani,Retail,female,irregular,2675.0,2675.0,94,19.641135751448527
Ongata-Rongai,Manufacturing,male,monthly,2675.0,2675.0,89,10.497880716460967
Ogongo,Agriculture,female,bullet,2675.0,2675.0,63,12.528812983294781
Nyamira,Personal Use,male,monthly,2675.0,1525.0,47,9.377281227436656
Mwambalazi,Transportation,female,irregular,2675.0,2675.0,89,12.543904037578463
Kapsabet,Food,female,irregular,2675.0,2675.0,77,18.10133262762168
Ngara,Clothing,male,monthly,2675.0,2425.0,63,16.271572902374537
Mwahera,Agriculture,male,bullet,2675.0,2000.0,63,18.61074757915081
Keroka,Agriculture,female,monthly,2675.0,2675.0,71,4.070111670299151
Kisumu,Construction,male,irregular,2650.0,2650.0,76,13.150573519169102
Bungoma,Manufacturing,male,monthly,2650.0,2650.0,74,15.0199409536588
Eldoret,Health,male,monthly,2650.0,2650.0,86,19.275347523284005
Keroka,Retail,male,monthly,2650.0,2375.0,57,13.557751064660732
Kilifi,Food,female,irregular,2650.0,2650.0,94,20.54703879354118
Siongiroi,Agriculture,male,irregular,2650.0,2650.0,59,16.210879943154804
Kakamega,Agriculture,female,bullet,2650.0,2650.0,87,14.389098024623564
Kibwezi,Transportation,male,monthly,2650.0,2375.0,84,20.395829402412716
Kaloleni,Arts,female,irregular,2625.0,2625.0,77,21.96656950896187
Embu-town,Agriculture,male,monthly,2625.0,2625.0,91,22.63713041830869
Webuye,Agriculture,female,irregular,2625.0,2100.0,75,11.515469988636244
Kitale,Construction,female,monthly,2625.0,2625.0,67,17.077285772434877
Magunga,Agriculture,female,bullet,2625.0,2625.0,99,19.1383184462403
Maua,Retail,female,irregular,2600.0,2600.0,96,21.427583404810104
Siaya,Transportation,male,monthly,2600.0,1150.0,36,10.371311771540592
Ngara,Retail,female,irregular,2600.0,2600.0,79,17.466211013167985
ELDAMA RAVINE,Food,female,monthly,2600.0,1800.0,62,11.83924311329916
Narok,Retail,female,irregular,2600.0,1800.0,63,19.46893153896782
Iten,Agriculture,female,irregular,2600.0,2600.0,89,16.48307073288611
Kilifi,Services,female,irregular,2600.0,2600.0,89,17.58968534294312
Kitengela;Nairobi,Food,male,monthly,2575.0,2575.0,52,18.832129746062254
Nyandarua South,Retail,female,monthly,2575.0,2575.0,70,14.172984955660787
Nairobi Central,Retail,male,irregular,2575.0,2250.0,54,15.142769114622677
Githunguri,Clothing,female,irregular,2550.0,2550.0,84,18.355651231380172
Eastlands,Construction,female,monthly,2550.0,2550.0,85,9.039997834070391
"Kiambiu Makadara, Nairobi.",Services,female,monthly,2550.0,2550.0,88,8.347741693078866
Kapsowar,Transportation,male,monthly,2550.0,2550.0,67,22.871590715682775
Kitengela,Education,female,monthly,2550.0,2550.0,84,9.904788983842064
Msambweni,Construction,female,irregular,2525.0,2525.0,82,22.53560413426278
Nyanza,Retail,female,monthly,2525.0,2525.0,52,22.2438636902805
Nyahururu,Education,male,monthly,2525.0,2525.0,88,17.098279008431604
